id,target,file_path,fold,preds
01ae0ee20b5a5ec,0,./input/seti-breakthrough-listen/train/0/01ae0ee20b5a5ec.npy,2,0.021636322
01af794a8c768be,0,./input/seti-breakthrough-listen/train/0/01af794a8c768be.npy,2,0.022229372
01b6436d8a88f14,0,./input/seti-breakthrough-listen/train/0/01b6436d8a88f14.npy,2,0.058439646
01b983b2319afda,0,./input/seti-breakthrough-listen/train/0/01b983b2319afda.npy,2,0.056009665
01ba8a91ceb6cf0,0,./input/seti-breakthrough-listen/train/0/01ba8a91ceb6cf0.npy,2,0.057034943
01c38093e5500bb,0,./input/seti-breakthrough-listen/train/0/01c38093e5500bb.npy,2,0.014184276
01c4e1bd0dd270e,0,./input/seti-breakthrough-listen/train/0/01c4e1bd0dd270e.npy,2,0.008862962
01ce57c4893c36d,0,./input/seti-breakthrough-listen/train/0/01ce57c4893c36d.npy,2,0.020841591
01d91faae624e5a,0,./input/seti-breakthrough-listen/train/0/01d91faae624e5a.npy,2,0.020282604
01e0fec559ce3ef,0,./input/seti-breakthrough-listen/train/0/01e0fec559ce3ef.npy,2,0.052509207
01e3aa44a0d66c8,0,./input/seti-breakthrough-listen/train/0/01e3aa44a0d66c8.npy,2,0.052890405
01e86e137cf5d80,0,./input/seti-breakthrough-listen/train/0/01e86e137cf5d80.npy,2,0.018259106
01f65b12574e50e,0,./input/seti-breakthrough-listen/train/0/01f65b12574e50e.npy,2,0.012029041
01fccef8d70a8fd,0,./input/seti-breakthrough-listen/train/0/01fccef8d70a8fd.npy,2,0.012159387
0206e0f1e20dda8,0,./input/seti-breakthrough-listen/train/0/0206e0f1e20dda8.npy,2,0.06126944
02076c9a3fb8679,1,./input/seti-breakthrough-listen/train/0/02076c9a3fb8679.npy,2,0.9999993
0207f5b2147ec36,1,./input/seti-breakthrough-listen/train/0/0207f5b2147ec36.npy,2,0.8641596
020959f49caf6f2,0,./input/seti-breakthrough-listen/train/0/020959f49caf6f2.npy,2,0.032297935
020a200d205c159,0,./input/seti-breakthrough-listen/train/0/020a200d205c159.npy,2,0.036741253
020c99d40a8c30a,0,./input/seti-breakthrough-listen/train/0/020c99d40a8c30a.npy,2,0.010848969
020d631ba7938f3,0,./input/seti-breakthrough-listen/train/0/020d631ba7938f3.npy,2,0.010287607
020d6f1b1fe51f6,0,./input/seti-breakthrough-listen/train/0/020d6f1b1fe51f6.npy,2,0.03961346
020f091d6415846,0,./input/seti-breakthrough-listen/train/0/020f091d6415846.npy,2,0.062476195
021bd7b3854952f,0,./input/seti-breakthrough-listen/train/0/021bd7b3854952f.npy,2,0.014485093
0223a163d4ad91f,0,./input/seti-breakthrough-listen/train/0/0223a163d4ad91f.npy,2,0.012172986
0223b6072c38d86,0,./input/seti-breakthrough-listen/train/0/0223b6072c38d86.npy,2,0.01519816
0223b82230c5f19,0,./input/seti-breakthrough-listen/train/0/0223b82230c5f19.npy,2,0.009662649
0225db887a74413,0,./input/seti-breakthrough-listen/train/0/0225db887a74413.npy,2,0.021852508
0226e6fb1c731b9,0,./input/seti-breakthrough-listen/train/0/0226e6fb1c731b9.npy,2,0.04391007
02297c71cc9044c,0,./input/seti-breakthrough-listen/train/0/02297c71cc9044c.npy,2,0.045699455
022a98f50e98e4a,0,./input/seti-breakthrough-listen/train/0/022a98f50e98e4a.npy,2,0.010246106
022fd32f95e75b0,0,./input/seti-breakthrough-listen/train/0/022fd32f95e75b0.npy,2,0.05774984
0231482dac8e791,0,./input/seti-breakthrough-listen/train/0/0231482dac8e791.npy,2,0.06887725
0234cffd292a5e0,0,./input/seti-breakthrough-listen/train/0/0234cffd292a5e0.npy,2,0.0037303378
02357589fa83af5,0,./input/seti-breakthrough-listen/train/0/02357589fa83af5.npy,2,0.033145662
0238a7cbd3f0fd6,0,./input/seti-breakthrough-listen/train/0/0238a7cbd3f0fd6.npy,2,0.037822973
0239439a8267e41,0,./input/seti-breakthrough-listen/train/0/0239439a8267e41.npy,2,0.0020713294
0242546174808dd,0,./input/seti-breakthrough-listen/train/0/0242546174808dd.npy,2,0.037859324
0248d1228da8bef,0,./input/seti-breakthrough-listen/train/0/0248d1228da8bef.npy,2,0.01858162
024bd6cc5ab8c29,0,./input/seti-breakthrough-listen/train/0/024bd6cc5ab8c29.npy,2,0.04904158
024f2dcd04f11e7,0,./input/seti-breakthrough-listen/train/0/024f2dcd04f11e7.npy,2,0.019928254
02504e8ff8d3f66,1,./input/seti-breakthrough-listen/train/0/02504e8ff8d3f66.npy,2,0.9999999
0252e521724f3a5,0,./input/seti-breakthrough-listen/train/0/0252e521724f3a5.npy,2,0.011665132
025406e2e8ad0ad,0,./input/seti-breakthrough-listen/train/0/025406e2e8ad0ad.npy,2,0.020922717
025950ed4707338,0,./input/seti-breakthrough-listen/train/0/025950ed4707338.npy,2,0.021432132
0263b05871bac16,1,./input/seti-breakthrough-listen/train/0/0263b05871bac16.npy,2,0.0069371266
0264d4ab42566a7,0,./input/seti-breakthrough-listen/train/0/0264d4ab42566a7.npy,2,0.01852304
026a9a38797bed4,0,./input/seti-breakthrough-listen/train/0/026a9a38797bed4.npy,2,0.029676419
02728fc8fde2570,0,./input/seti-breakthrough-listen/train/0/02728fc8fde2570.npy,2,0.030575877
027365ef71320c3,0,./input/seti-breakthrough-listen/train/0/027365ef71320c3.npy,2,0.015915299
02756f722d7314c,0,./input/seti-breakthrough-listen/train/0/02756f722d7314c.npy,2,0.022202564
027bc09c7ae40d9,0,./input/seti-breakthrough-listen/train/0/027bc09c7ae40d9.npy,2,0.019340523
027c31ac88ac2d2,0,./input/seti-breakthrough-listen/train/0/027c31ac88ac2d2.npy,2,0.014697721
027e2b99f39030d,0,./input/seti-breakthrough-listen/train/0/027e2b99f39030d.npy,2,0.013689959
027fa09e8c5f97a,0,./input/seti-breakthrough-listen/train/0/027fa09e8c5f97a.npy,2,0.0016950703
0282421addbefe9,0,./input/seti-breakthrough-listen/train/0/0282421addbefe9.npy,2,0.03615507
0282516e77f0b5a,1,./input/seti-breakthrough-listen/train/0/0282516e77f0b5a.npy,2,0.9999968
0284ad614d4ec54,0,./input/seti-breakthrough-listen/train/0/0284ad614d4ec54.npy,2,0.029431727
02985ab154aa674,0,./input/seti-breakthrough-listen/train/0/02985ab154aa674.npy,2,0.011033158
0298acd0d4083dd,0,./input/seti-breakthrough-listen/train/0/0298acd0d4083dd.npy,2,0.0048408983
029a8e6dcd0af3a,0,./input/seti-breakthrough-listen/train/0/029a8e6dcd0af3a.npy,2,0.057541918
029d5a17d10bcbc,0,./input/seti-breakthrough-listen/train/0/029d5a17d10bcbc.npy,2,0.025637088
02a5092e43315a5,0,./input/seti-breakthrough-listen/train/0/02a5092e43315a5.npy,2,0.01776856
02a90e80de78996,0,./input/seti-breakthrough-listen/train/0/02a90e80de78996.npy,2,0.0354608
02adb4d66c7d1b7,0,./input/seti-breakthrough-listen/train/0/02adb4d66c7d1b7.npy,2,0.066516705
02b253a4b6058cd,0,./input/seti-breakthrough-listen/train/0/02b253a4b6058cd.npy,2,0.0069860094
02b2be028c6b4d3,0,./input/seti-breakthrough-listen/train/0/02b2be028c6b4d3.npy,2,0.0061250012
02b67115c2c5be5,0,./input/seti-breakthrough-listen/train/0/02b67115c2c5be5.npy,2,0.012871519
02b81244e4bd7b4,0,./input/seti-breakthrough-listen/train/0/02b81244e4bd7b4.npy,2,0.012440627
02ba876cca18a8c,1,./input/seti-breakthrough-listen/train/0/02ba876cca18a8c.npy,2,0.26782957
02cf5998f1168b2,0,./input/seti-breakthrough-listen/train/0/02cf5998f1168b2.npy,2,0.018623738
02cfc24f80806a7,0,./input/seti-breakthrough-listen/train/0/02cfc24f80806a7.npy,2,0.014406325
02d1963d4ddf485,0,./input/seti-breakthrough-listen/train/0/02d1963d4ddf485.npy,2,0.005382783
02d3ee40f647373,0,./input/seti-breakthrough-listen/train/0/02d3ee40f647373.npy,2,0.06773137
02d5bce51cfe555,0,./input/seti-breakthrough-listen/train/0/02d5bce51cfe555.npy,2,0.023582445
02da0e599e8c384,0,./input/seti-breakthrough-listen/train/0/02da0e599e8c384.npy,2,0.023227623
02e4f3ddd8c18b6,1,./input/seti-breakthrough-listen/train/0/02e4f3ddd8c18b6.npy,2,0.9998259
02e54d5a49a5eba,1,./input/seti-breakthrough-listen/train/0/02e54d5a49a5eba.npy,2,1.0
02eb4adcb1f8d38,0,./input/seti-breakthrough-listen/train/0/02eb4adcb1f8d38.npy,2,0.053513825
02f39b41f276683,1,./input/seti-breakthrough-listen/train/0/02f39b41f276683.npy,2,0.03832345
02f983ab6903d65,0,./input/seti-breakthrough-listen/train/0/02f983ab6903d65.npy,2,0.013459269
02fc8d7a939848a,0,./input/seti-breakthrough-listen/train/0/02fc8d7a939848a.npy,2,0.011899918
02fcb2883549dc8,0,./input/seti-breakthrough-listen/train/0/02fcb2883549dc8.npy,2,0.0069787125
0303a7b80a6ad70,0,./input/seti-breakthrough-listen/train/0/0303a7b80a6ad70.npy,2,0.014369891
0305cc7db8663ea,0,./input/seti-breakthrough-listen/train/0/0305cc7db8663ea.npy,2,0.053629052
0306ca18014f737,1,./input/seti-breakthrough-listen/train/0/0306ca18014f737.npy,2,0.999987
030c185c25a9b31,1,./input/seti-breakthrough-listen/train/0/030c185c25a9b31.npy,2,0.9999999
030d5dbf44aa1b5,0,./input/seti-breakthrough-listen/train/0/030d5dbf44aa1b5.npy,2,0.063001804
030e003032e62ca,0,./input/seti-breakthrough-listen/train/0/030e003032e62ca.npy,2,0.022668064
0317bb4ebda6d3a,0,./input/seti-breakthrough-listen/train/0/0317bb4ebda6d3a.npy,2,0.73404247
031a7b3cccf80b9,0,./input/seti-breakthrough-listen/train/0/031a7b3cccf80b9.npy,2,0.004637506
031af5c21bd02a9,0,./input/seti-breakthrough-listen/train/0/031af5c21bd02a9.npy,2,0.03819337
031b91e7bc72dfb,0,./input/seti-breakthrough-listen/train/0/031b91e7bc72dfb.npy,2,0.031156842
031e1d659a63750,0,./input/seti-breakthrough-listen/train/0/031e1d659a63750.npy,2,0.0322061
031eb9ec3ccccf9,0,./input/seti-breakthrough-listen/train/0/031eb9ec3ccccf9.npy,2,0.05083862
032372be67ea5b3,0,./input/seti-breakthrough-listen/train/0/032372be67ea5b3.npy,2,0.010922539
03239fd73155181,0,./input/seti-breakthrough-listen/train/0/03239fd73155181.npy,2,0.02193858
0327843315a25da,0,./input/seti-breakthrough-listen/train/0/0327843315a25da.npy,2,0.03649411
032a85cb169de78,0,./input/seti-breakthrough-listen/train/0/032a85cb169de78.npy,2,0.017741168
03300ccf4767820,0,./input/seti-breakthrough-listen/train/0/03300ccf4767820.npy,2,0.032853037
0332f7f0f5d03e1,0,./input/seti-breakthrough-listen/train/0/0332f7f0f5d03e1.npy,2,0.03051272
0336d819c6fca01,0,./input/seti-breakthrough-listen/train/0/0336d819c6fca01.npy,2,0.008536571
033a7bcca875c20,0,./input/seti-breakthrough-listen/train/0/033a7bcca875c20.npy,2,0.043716665
033dea082411c5b,0,./input/seti-breakthrough-listen/train/0/033dea082411c5b.npy,2,0.019162452
034038369ddc556,0,./input/seti-breakthrough-listen/train/0/034038369ddc556.npy,2,0.0070865205
0342321335ebda5,0,./input/seti-breakthrough-listen/train/0/0342321335ebda5.npy,2,0.0155244535
03479b8d1eadd8a,1,./input/seti-breakthrough-listen/train/0/03479b8d1eadd8a.npy,2,0.99999976
034820978ba98f4,0,./input/seti-breakthrough-listen/train/0/034820978ba98f4.npy,2,0.017116688
034e49967d92f89,0,./input/seti-breakthrough-listen/train/0/034e49967d92f89.npy,2,0.05995656
035308febb54469,0,./input/seti-breakthrough-listen/train/0/035308febb54469.npy,2,0.015303229
0357f6d07db51a7,1,./input/seti-breakthrough-listen/train/0/0357f6d07db51a7.npy,2,0.9999993
035af15474c0153,0,./input/seti-breakthrough-listen/train/0/035af15474c0153.npy,2,0.005623536
035b5c26b3f78db,0,./input/seti-breakthrough-listen/train/0/035b5c26b3f78db.npy,2,0.013334573
035c78997752cb7,0,./input/seti-breakthrough-listen/train/0/035c78997752cb7.npy,2,0.016245125
0363571840e587e,0,./input/seti-breakthrough-listen/train/0/0363571840e587e.npy,2,0.016221315
0367e7e7cd1df37,0,./input/seti-breakthrough-listen/train/0/0367e7e7cd1df37.npy,2,0.036205817
036d5035632f33e,0,./input/seti-breakthrough-listen/train/0/036d5035632f33e.npy,2,0.01618029
03705e67277d960,0,./input/seti-breakthrough-listen/train/0/03705e67277d960.npy,2,0.016402988
0371a6b7318eb4a,0,./input/seti-breakthrough-listen/train/0/0371a6b7318eb4a.npy,2,0.010880178
03720b2d33784d6,0,./input/seti-breakthrough-listen/train/0/03720b2d33784d6.npy,2,0.045789532
037850c0f117494,0,./input/seti-breakthrough-listen/train/0/037850c0f117494.npy,2,0.03354777
0382753f50a6853,0,./input/seti-breakthrough-listen/train/0/0382753f50a6853.npy,2,0.016257873
038366335446aed,0,./input/seti-breakthrough-listen/train/0/038366335446aed.npy,2,0.0036746676
0384c19dc15ec45,0,./input/seti-breakthrough-listen/train/0/0384c19dc15ec45.npy,2,0.050652567
038a8099d825af4,0,./input/seti-breakthrough-listen/train/0/038a8099d825af4.npy,2,0.05317583
038e0706564f70d,0,./input/seti-breakthrough-listen/train/0/038e0706564f70d.npy,2,0.022169787
0392850fc529a90,0,./input/seti-breakthrough-listen/train/0/0392850fc529a90.npy,2,0.12952666
03943d77745e0e4,0,./input/seti-breakthrough-listen/train/0/03943d77745e0e4.npy,2,0.0018943263
03964acbcb8b9d7,0,./input/seti-breakthrough-listen/train/0/03964acbcb8b9d7.npy,2,0.020592373
039a57a960050c2,0,./input/seti-breakthrough-listen/train/0/039a57a960050c2.npy,2,0.017940568
039c61ba2f3508c,0,./input/seti-breakthrough-listen/train/0/039c61ba2f3508c.npy,2,0.028785225
039e00a409cc57f,0,./input/seti-breakthrough-listen/train/0/039e00a409cc57f.npy,2,0.041537344
03a37471387acc5,0,./input/seti-breakthrough-listen/train/0/03a37471387acc5.npy,2,0.063037254
03a620c09e129d8,0,./input/seti-breakthrough-listen/train/0/03a620c09e129d8.npy,2,0.012900748
03a687797478675,1,./input/seti-breakthrough-listen/train/0/03a687797478675.npy,2,0.99997234
03a6ad31c48a525,0,./input/seti-breakthrough-listen/train/0/03a6ad31c48a525.npy,2,0.010368788
03a7baa947403eb,0,./input/seti-breakthrough-listen/train/0/03a7baa947403eb.npy,2,0.032713413
03b3932dfe8a3a1,0,./input/seti-breakthrough-listen/train/0/03b3932dfe8a3a1.npy,2,0.01876169
03b4d85a7e5ef16,0,./input/seti-breakthrough-listen/train/0/03b4d85a7e5ef16.npy,2,0.029153936
03bc86111795523,0,./input/seti-breakthrough-listen/train/0/03bc86111795523.npy,2,0.042738046
03c4434c275f87c,0,./input/seti-breakthrough-listen/train/0/03c4434c275f87c.npy,2,0.0076564746
03c5960faf69872,0,./input/seti-breakthrough-listen/train/0/03c5960faf69872.npy,2,0.03334143
03c845d5d6a78c2,0,./input/seti-breakthrough-listen/train/0/03c845d5d6a78c2.npy,2,0.027091729
03c9619297a3740,0,./input/seti-breakthrough-listen/train/0/03c9619297a3740.npy,2,0.02775533
03cc96d75b34c07,0,./input/seti-breakthrough-listen/train/0/03cc96d75b34c07.npy,2,0.06824203
03ce3244818ebc9,0,./input/seti-breakthrough-listen/train/0/03ce3244818ebc9.npy,2,0.019508446
03ce61e5f89ffb3,0,./input/seti-breakthrough-listen/train/0/03ce61e5f89ffb3.npy,2,0.044330295
03d3551e75123d4,0,./input/seti-breakthrough-listen/train/0/03d3551e75123d4.npy,2,0.003992857
03d600ee7d4f237,0,./input/seti-breakthrough-listen/train/0/03d600ee7d4f237.npy,2,0.006364122
03d978e6feaf804,0,./input/seti-breakthrough-listen/train/0/03d978e6feaf804.npy,2,0.051013686
03d99b9ab239a51,0,./input/seti-breakthrough-listen/train/0/03d99b9ab239a51.npy,2,0.014109341
03db0e109506ac0,0,./input/seti-breakthrough-listen/train/0/03db0e109506ac0.npy,2,0.023881374
03dd8d07ba66664,0,./input/seti-breakthrough-listen/train/0/03dd8d07ba66664.npy,2,0.013332408
03dde51f5de5765,0,./input/seti-breakthrough-listen/train/0/03dde51f5de5765.npy,2,0.0041644047
03ebc4ff475e93f,0,./input/seti-breakthrough-listen/train/0/03ebc4ff475e93f.npy,2,0.074825235
03eda998a1c88d8,0,./input/seti-breakthrough-listen/train/0/03eda998a1c88d8.npy,2,0.010207961
03edba95fe4e65e,0,./input/seti-breakthrough-listen/train/0/03edba95fe4e65e.npy,2,0.044420127
03f6aee1feb8aaa,0,./input/seti-breakthrough-listen/train/0/03f6aee1feb8aaa.npy,2,0.042976506
03fac60e0c32cb7,0,./input/seti-breakthrough-listen/train/0/03fac60e0c32cb7.npy,2,0.026888434
03fc16261364a36,0,./input/seti-breakthrough-listen/train/0/03fc16261364a36.npy,2,0.026241064
04062f9c3845c3d,0,./input/seti-breakthrough-listen/train/0/04062f9c3845c3d.npy,2,0.03199629
040c9a30dd2cfaf,0,./input/seti-breakthrough-listen/train/0/040c9a30dd2cfaf.npy,2,0.0144217415
04108ac24597262,0,./input/seti-breakthrough-listen/train/0/04108ac24597262.npy,2,0.005485364
04109c43d5f0f7f,0,./input/seti-breakthrough-listen/train/0/04109c43d5f0f7f.npy,2,0.012143641
04170fe93578e48,0,./input/seti-breakthrough-listen/train/0/04170fe93578e48.npy,2,0.032859333
041cf114e7f550a,0,./input/seti-breakthrough-listen/train/0/041cf114e7f550a.npy,2,0.06299781
041e35830b3e0e4,0,./input/seti-breakthrough-listen/train/0/041e35830b3e0e4.npy,2,0.044303354
041f2b56b931d36,0,./input/seti-breakthrough-listen/train/0/041f2b56b931d36.npy,2,0.021171847
042179ae484a3a1,0,./input/seti-breakthrough-listen/train/0/042179ae484a3a1.npy,2,0.004345727
04218d4a8210798,0,./input/seti-breakthrough-listen/train/0/04218d4a8210798.npy,2,0.061311413
0422136da71de8a,0,./input/seti-breakthrough-listen/train/0/0422136da71de8a.npy,2,0.0033585567
04228d1441f3a00,0,./input/seti-breakthrough-listen/train/0/04228d1441f3a00.npy,2,0.16726126
